PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Ticket,Cabin,Embarked,Name,Cabin_ticket_list,Cabin_seat_count,Cabin_group,Family_Member_Count,Sex_encoded,Cabin_encoded,Cabin_group_encoded,Embarked_encoded
177,0,3,28.0,3,1,25.4667,male,4133,Missing,S,"['lefebre', 'master', 'henry', 'forbes']",[],0,M,4,1,146,7,2
178,0,1,50.0,0,0,28.7125,female,PC 17595,C49,C,"['isham', 'miss', 'ann', 'elizabeth']",['C49'],1,C,0,0,69,2,0
179,0,2,30.0,0,0,13.0,male,250653,Missing,S,"['hale', 'mr', 'reginald']",[],0,M,0,1,146,7,2
180,0,3,36.0,0,0,0.0,male,LINE,Missing,S,"['leonard', 'mr', 'lionel']",[],0,M,0,1,146,7,2
181,0,3,28.0,8,2,69.55,female,CA. 2343,Missing,S,"['sage', 'miss', 'constance', 'gladys']",[],0,M,10,0,146,7,2
182,0,2,28.0,0,0,15.05,male,SC/PARIS 2131,Missing,C,"['pernot', 'mr', 'rene']",[],0,M,0,1,146,7,0
183,0,3,9.0,4,2,31.3875,male,347077,Missing,S,"['asplund', 'master', 'clarence', 'gustaf', 'hugo']",[],0,M,6,1,146,7,2
184,1,2,1.0,2,1,39.0,male,230136,F4,S,"['becker', 'master', 'richard', 'f']",['F4'],1,F,3,1,144,5,2
185,1,3,4.0,0,2,22.025,female,315153,Missing,S,"['kinkheilmann', 'miss', 'luise', 'gretchen']",[],0,M,2,0,146,7,2
186,0,1,28.0,0,0,50.0,male,113767,A32,S,"['rood', 'mr', 'hugh', 'roscoe']",['A32'],1,A,0,1,9,0,2
187,1,3,28.0,1,0,15.5,female,370365,Missing,Q,"['obrien', 'mrs', 'thomas', 'johanna', 'hannah', 'godfrey']",[],0,M,1,0,146,7,1
188,1,1,45.0,0,0,26.55,male,111428,Missing,S,"['romaine', 'mr', 'charles', 'hallace', 'mr', 'c', 'rolmane']",[],0,M,0,1,146,7,2
189,0,3,40.0,1,1,15.5,male,364849,Missing,Q,"['bourke', 'mr', 'john']",[],0,M,2,1,146,7,1
190,0,3,36.0,0,0,7.8958,male,349247,Missing,S,"['turcin', 'mr', 'stjepan']",[],0,M,0,1,146,7,2
191,1,2,32.0,0,0,13.0,female,234604,Missing,S,"['pinsky', 'mrs', 'rosa']",[],0,M,0,0,146,7,2
192,0,2,19.0,0,0,13.0,male,28424,Missing,S,"['carbines', 'mr', 'william']",[],0,M,0,1,146,7,2
193,1,3,19.0,1,0,7.8542,female,350046,Missing,S,"['andersenjensen', 'miss', 'carla', 'christine', 'nielsine']",[],0,M,1,0,146,7,2
194,1,2,3.0,1,1,26.0,male,230080,F2,S,"['navratil', 'master', 'michel', 'm']",['F2'],1,F,2,1,141,5,2
195,1,1,44.0,0,0,27.7208,female,PC 17610,B4,C,"['brown', 'mrs', 'james', 'joseph', 'margaret', 'tobin']",['B4'],1,B,0,0,28,1,0
196,1,1,58.0,0,0,146.5208,female,PC 17569,B80,C,"['lurette', 'miss', 'elise']",['B80'],1,B,0,0,43,1,0
197,0,3,28.0,0,0,7.75,male,368703,Missing,Q,"['mernagh', 'mr', 'robert']",[],0,M,0,1,146,7,1
198,0,3,42.0,0,1,8.4042,male,4579,Missing,S,"['olsen', 'mr', 'karl', 'siegwart', 'andreas']",[],0,M,1,1,146,7,2
199,1,3,28.0,0,0,7.75,female,370370,Missing,Q,"['madigan', 'miss', 'margaret', 'maggie']",[],0,M,0,0,146,7,1
200,0,2,24.0,0,0,13.0,female,248747,Missing,S,"['yrois', 'miss', 'henriette', 'mrs', 'harbeck']",[],0,M,0,0,146,7,2
201,0,3,28.0,0,0,9.5,male,345770,Missing,S,"['vande', 'walle', 'mr', 'nestor', 'cyriel']",[],0,M,0,1,146,7,2
202,0,3,28.0,8,2,69.55,male,CA. 2343,Missing,S,"['sage', 'mr', 'frederick']",[],0,M,10,1,146,7,2
203,0,3,34.0,0,0,6.4958,male,3101264,Missing,S,"['johanson', 'mr', 'jakob', 'alfred']",[],0,M,0,1,146,7,2
204,0,3,45.5,0,0,7.225,male,2628,Missing,C,"['youseff', 'mr', 'gerious']",[],0,M,0,1,146,7,0
205,1,3,18.0,0,0,8.05,male,A/5 3540,Missing,S,"['cohen', 'mr', 'gurshon', 'gus']",[],0,M,0,1,146,7,2
206,0,3,2.0,0,1,10.4625,female,347054,G6,S,"['strom', 'miss', 'telma', 'matilda']",['G6'],1,G,1,0,145,6,2
207,0,3,32.0,1,0,15.85,male,3101278,Missing,S,"['backstrom', 'mr', 'karl', 'alfred']",[],0,M,1,1,146,7,2
208,1,3,26.0,0,0,18.7875,male,2699,Missing,C,"['albimona', 'mr', 'nassef', 'cassem']",[],0,M,0,1,146,7,0
209,1,3,16.0,0,0,7.75,female,367231,Missing,Q,"['carr', 'miss', 'helen', 'ellen']",[],0,M,0,0,146,7,1
210,1,1,40.0,0,0,31.0,male,112277,A31,C,"['blank', 'mr', 'henry']",['A31'],1,A,0,1,8,0,0
211,0,3,24.0,0,0,7.05,male,SOTON/O.Q. 3101311,Missing,S,"['ali', 'mr', 'ahmed']",[],0,M,0,1,146,7,2
212,1,2,35.0,0,0,21.0,female,F.C.C. 13528,Missing,S,"['cameron', 'miss', 'clear', 'annie']",[],0,M,0,0,146,7,2
213,0,3,22.0,0,0,7.25,male,A/5 21174,Missing,S,"['perkin', 'mr', 'john', 'henry']",[],0,M,0,1,146,7,2
214,0,2,30.0,0,0,13.0,male,250646,Missing,S,"['givard', 'mr', 'hans', 'kristensen']",[],0,M,0,1,146,7,2
215,0,3,28.0,1,0,7.75,male,367229,Missing,Q,"['kiernan', 'mr', 'philip']",[],0,M,1,1,146,7,1
216,1,1,31.0,1,0,113.275,female,35273,D36,C,"['newell', 'miss', 'madeleine']",['D36'],1,D,1,0,103,3,0
217,1,3,27.0,0,0,7.925,female,STON/O2. 3101283,Missing,S,"['honkanen', 'miss', 'eliina']",[],0,M,0,0,146,7,2
218,0,2,42.0,1,0,27.0,male,243847,Missing,S,"['jacobsohn', 'mr', 'sidney', 'samuel']",[],0,M,1,1,146,7,2
219,1,1,32.0,0,0,76.2917,female,11813,D15,C,"['bazzani', 'miss', 'albina']",['D15'],1,D,0,0,93,3,0
220,0,2,30.0,0,0,10.5,male,W/C 14208,Missing,S,"['harris', 'mr', 'walter']",[],0,M,0,1,146,7,2
221,1,3,16.0,0,0,8.05,male,SOTON/OQ 392089,Missing,S,"['sunderland', 'mr', 'victor', 'francis']",[],0,M,0,1,146,7,2
222,0,2,27.0,0,0,13.0,male,220367,Missing,S,"['bracken', 'mr', 'james', 'h']",[],0,M,0,1,146,7,2
223,0,3,51.0,0,0,8.05,male,21440,Missing,S,"['green', 'mr', 'george', 'henry']",[],0,M,0,1,146,7,2
224,0,3,28.0,0,0,7.8958,male,349234,Missing,S,"['nenkoff', 'mr', 'christo']",[],0,M,0,1,146,7,2
225,1,1,38.0,1,0,90.0,male,19943,C93,S,"['hoyt', 'mr', 'frederick', 'maxfield']",['C93'],1,C,1,1,87,2,2
226,0,3,22.0,0,0,9.35,male,PP 4348,Missing,S,"['berglund', 'mr', 'karl', 'ivar', 'sven']",[],0,M,0,1,146,7,2
227,1,2,19.0,0,0,10.5,male,SW/PP 751,Missing,S,"['mellors', 'mr', 'william', 'john']",[],0,M,0,1,146,7,2
228,0,3,20.5,0,0,7.25,male,A/5 21173,Missing,S,"['lovell', 'mr', 'john', 'hall', 'henry']",[],0,M,0,1,146,7,2
229,0,2,18.0,0,0,13.0,male,236171,Missing,S,"['fahlstrom', 'mr', 'arne', 'jonas']",[],0,M,0,1,146,7,2
230,0,3,28.0,3,1,25.4667,female,4133,Missing,S,"['lefebre', 'miss', 'mathilde']",[],0,M,4,0,146,7,2
231,1,1,35.0,1,0,83.475,female,36973,C83,S,"['harris', 'mrs', 'henry', 'birkhardt', 'irene', 'wallach']",['C83'],1,C,1,0,80,2,2
232,0,3,29.0,0,0,7.775,male,347067,Missing,S,"['larsson', 'mr', 'bengt', 'edvin']",[],0,M,0,1,146,7,2
233,0,2,59.0,0,0,13.5,male,237442,Missing,S,"['sjostedt', 'mr', 'ernst', 'adolf']",[],0,M,0,1,146,7,2
234,1,3,5.0,4,2,31.3875,female,347077,Missing,S,"['asplund', 'miss', 'lillian', 'gertrud']",[],0,M,6,0,146,7,2
235,0,2,24.0,0,0,10.5,male,C.A. 29566,Missing,S,"['leyson', 'mr', 'robert', 'william', 'norman']",[],0,M,0,1,146,7,2
236,0,3,28.0,0,0,7.55,female,W./C. 6609,Missing,S,"['harknett', 'miss', 'alice', 'phoebe']",[],0,M,0,0,146,7,2
237,0,2,44.0,1,0,26.0,male,26707,Missing,S,"['hold', 'mr', 'stephen']",[],0,M,1,1,146,7,2
238,1,2,8.0,0,2,26.25,female,C.A. 31921,Missing,S,"['collyer', 'miss', 'marjorie', 'lottie']",[],0,M,2,0,146,7,2
239,0,2,19.0,0,0,10.5,male,28665,Missing,S,"['pengelly', 'mr', 'frederick', 'william']",[],0,M,0,1,146,7,2
240,0,2,33.0,0,0,12.275,male,SCO/W 1585,Missing,S,"['hunt', 'mr', 'george', 'henry']",[],0,M,0,1,146,7,2
241,0,3,28.0,1,0,14.4542,female,2665,Missing,C,"['zabour', 'miss', 'thamine']",[],0,M,1,0,146,7,0
242,1,3,28.0,1,0,15.5,female,367230,Missing,Q,"['murphy', 'miss', 'katherine', 'kate']",[],0,M,1,0,146,7,1
243,0,2,29.0,0,0,10.5,male,W./C. 14263,Missing,S,"['coleridge', 'mr', 'reginald', 'charles']",[],0,M,0,1,146,7,2
244,0,3,22.0,0,0,7.125,male,STON/O 2. 3101275,Missing,S,"['maenpaa', 'mr', 'matti', 'alexanteri']",[],0,M,0,1,146,7,2
245,0,3,30.0,0,0,7.225,male,2694,Missing,C,"['attalah', 'mr', 'sleiman']",[],0,M,0,1,146,7,0
246,0,1,44.0,2,0,90.0,male,19928,C78,Q,"['minahan', 'dr', 'william', 'edward']",['C78'],1,C,2,1,78,2,1
247,0,3,25.0,0,0,7.775,female,347071,Missing,S,"['lindahl', 'miss', 'agda', 'thorilda', 'viktoria']",[],0,M,0,0,146,7,2
248,1,2,24.0,0,2,14.5,female,250649,Missing,S,"['hamalainen', 'mrs', 'william', 'anna']",[],0,M,2,0,146,7,2
249,1,1,37.0,1,1,52.5542,male,11751,D35,S,"['beckwith', 'mr', 'richard', 'leonard']",['D35'],1,D,2,1,102,3,2
250,0,2,54.0,1,0,26.0,male,244252,Missing,S,"['carter', 'rev', 'ernest', 'courtenay']",[],0,M,1,1,146,7,2
251,0,3,28.0,0,0,7.25,male,362316,Missing,S,"['reed', 'mr', 'james', 'george']",[],0,M,0,1,146,7,2
252,0,3,29.0,1,1,10.4625,female,347054,G6,S,"['strom', 'mrs', 'wilhelm', 'elna', 'matilda', 'persson']",['G6'],1,G,2,0,145,6,2
253,0,1,62.0,0,0,26.55,male,113514,C87,S,"['stead', 'mr', 'william', 'thomas']",['C87'],1,C,0,1,83,2,2
254,0,3,30.0,1,0,16.1,male,A/5. 3336,Missing,S,"['lobb', 'mr', 'william', 'arthur']",[],0,M,1,1,146,7,2
255,0,3,41.0,0,2,20.2125,female,370129,Missing,S,"['rosblom', 'mrs', 'viktor', 'helena', 'wilhelmina']",[],0,M,2,0,146,7,2
256,1,3,29.0,0,2,15.2458,female,2650,Missing,C,"['touma', 'mrs', 'darwis', 'hanne', 'youssef', 'razi']",[],0,M,2,0,146,7,0
257,1,1,28.0,0,0,79.2,female,PC 17585,Missing,C,"['thorne', 'mrs', 'gertrude', 'maybelle']",[],0,M,0,0,146,7,0
258,1,1,30.0,0,0,86.5,female,110152,B77,S,"['cherry', 'miss', 'gladys']",['B77'],1,B,0,0,40,1,2
259,1,1,35.0,0,0,512.3292,female,PC 17755,Missing,C,"['ward', 'miss', 'anna']",[],0,M,0,0,146,7,0
260,1,2,50.0,0,1,26.0,female,230433,Missing,S,"['parrish', 'mrs', 'lutie', 'davis']",[],0,M,1,0,146,7,2
261,0,3,28.0,0,0,7.75,male,384461,Missing,Q,"['smith', 'mr', 'thomas']",[],0,M,0,1,146,7,1
262,1,3,3.0,4,2,31.3875,male,347077,Missing,S,"['asplund', 'master', 'edvin', 'rojj', 'felix']",[],0,M,6,1,146,7,2
263,0,1,52.0,1,1,79.65,male,110413,E67,S,"['taussig', 'mr', 'emil']",['E67'],1,E,2,1,134,4,2
264,0,1,40.0,0,0,0.0,male,112059,B94,S,"['harrison', 'mr', 'william']",['B94'],1,B,0,1,46,1,2
265,0,3,28.0,0,0,7.75,female,382649,Missing,Q,"['henry', 'miss', 'delia']",[],0,M,0,0,146,7,1
266,0,2,36.0,0,0,10.5,male,C.A. 17248,Missing,S,"['reeves', 'mr', 'david']",[],0,M,0,1,146,7,2
267,0,3,16.0,4,1,39.6875,male,3101295,Missing,S,"['panula', 'mr', 'ernesti', 'arvid']",[],0,M,5,1,146,7,2
268,1,3,25.0,1,0,7.775,male,347083,Missing,S,"['persson', 'mr', 'ernst', 'ulrik']",[],0,M,1,1,146,7,2
269,1,1,58.0,0,1,153.4625,female,PC 17582,C125,S,"['graham', 'mrs', 'william', 'thompson', 'edith', 'junkins']",['C125'],1,C,1,0,57,2,2
270,1,1,35.0,0,0,135.6333,female,PC 17760,C99,S,"['bissette', 'miss', 'amelia']",['C99'],1,C,0,0,89,2,2
271,0,1,28.0,0,0,31.0,male,113798,Missing,S,"['cairns', 'mr', 'alexander']",[],0,M,0,1,146,7,2
272,1,3,25.0,0,0,0.0,male,LINE,Missing,S,"['tornquist', 'mr', 'william', 'henry']",[],0,M,0,1,146,7,2
273,1,2,41.0,0,1,19.5,female,250644,Missing,S,"['mellinger', 'mrs', 'elizabeth', 'anne', 'maidment']",[],0,M,1,0,146,7,2
274,0,1,37.0,0,1,29.7,male,PC 17596,C118,C,"['natsch', 'mr', 'charles', 'h']",['C118'],1,C,1,1,54,2,0
275,1,3,28.0,0,0,7.75,female,370375,Missing,Q,"['healy', 'miss', 'hanora', 'nora']",[],0,M,0,0,146,7,1
276,1,1,63.0,1,0,77.9583,female,13502,D7,S,"['andrews', 'miss', 'kornelia', 'theodosia']",['D7'],1,D,1,0,113,3,2
277,0,3,45.0,0,0,7.75,female,347073,Missing,S,"['lindblom', 'miss', 'augusta', 'charlotta']",[],0,M,0,0,146,7,2
278,0,2,28.0,0,0,0.0,male,239853,Missing,S,"['parkes', 'mr', 'francis', 'frank']",[],0,M,0,1,146,7,2
279,0,3,7.0,4,1,29.125,male,382652,Missing,Q,"['rice', 'master', 'eric']",[],0,M,5,1,146,7,1
280,1,3,35.0,1,1,20.25,female,C.A. 2673,Missing,S,"['abbott', 'mrs', 'stanton', 'rosa', 'hunt']",[],0,M,2,0,146,7,2
281,0,3,65.0,0,0,7.75,male,336439,Missing,Q,"['duane', 'mr', 'frank']",[],0,M,0,1,146,7,1
282,0,3,28.0,0,0,7.8542,male,347464,Missing,S,"['olsson', 'mr', 'nils', 'johan', 'goransson']",[],0,M,0,1,146,7,2
283,0,3,16.0,0,0,9.5,male,345778,Missing,S,"['de', 'pelsmaeker', 'mr', 'alfons']",[],0,M,0,1,146,7,2
284,1,3,19.0,0,0,8.05,male,A/5. 10482,Missing,S,"['dorking', 'mr', 'edward', 'arthur']",[],0,M,0,1,146,7,2
285,0,1,28.0,0,0,26.0,male,113056,A19,S,"['smith', 'mr', 'richard', 'william']",['A19'],1,A,0,1,3,0,2
286,0,3,33.0,0,0,8.6625,male,349239,Missing,C,"['stankovic', 'mr', 'ivan']",[],0,M,0,1,146,7,0
287,1,3,30.0,0,0,9.5,male,345774,Missing,S,"['de', 'mulder', 'mr', 'theodore']",[],0,M,0,1,146,7,2
288,0,3,22.0,0,0,7.8958,male,349206,Missing,S,"['naidenoff', 'mr', 'penko']",[],0,M,0,1,146,7,2
289,1,2,42.0,0,0,13.0,male,237798,Missing,S,"['hosono', 'mr', 'masabumi']",[],0,M,0,1,146,7,2
290,1,3,22.0,0,0,7.75,female,370373,Missing,Q,"['connolly', 'miss', 'kate']",[],0,M,0,0,146,7,1
291,1,1,26.0,0,0,78.85,female,19877,Missing,S,"['barber', 'miss', 'ellen', 'nellie']",[],0,M,0,0,146,7,2
292,1,1,19.0,1,0,91.0792,female,11967,B49,C,"['bishop', 'mrs', 'dickinson', 'h', 'helen', 'walton']",['B49'],1,B,1,0,31,1,0
293,0,2,36.0,0,0,12.875,male,SC/Paris 2163,D,C,"['levy', 'mr', 'rene', 'jacques']",['D'],1,D,0,1,90,3,0
294,0,3,24.0,0,0,8.85,female,349236,Missing,S,"['haas', 'miss', 'aloisia']",[],0,M,0,0,146,7,2
295,0,3,24.0,0,0,7.8958,male,349233,Missing,S,"['mineff', 'mr', 'ivan']",[],0,M,0,1,146,7,2
296,0,1,28.0,0,0,27.7208,male,PC 17612,Missing,C,"['lewy', 'mr', 'ervin', 'g']",[],0,M,0,1,146,7,0
297,0,3,23.5,0,0,7.2292,male,2693,Missing,C,"['hanna', 'mr', 'mansour']",[],0,M,0,1,146,7,0
298,0,1,2.0,1,2,151.55,female,113781,C22 C26,S,"['allison', 'miss', 'helen', 'loraine']","['C22', 'C26']",2,C,3,0,62,2,2
299,1,1,28.0,0,0,30.5,male,19988,C106,S,"['saalfeld', 'mr', 'adolphe']",['C106'],1,C,0,1,51,2,2
300,1,1,50.0,0,1,247.5208,female,PC 17558,B58 B60,C,"['baxter', 'mrs', 'james', 'helene', 'delaudeniere', 'chaput']","['B58', 'B60']",2,B,1,0,36,1,0
301,1,3,28.0,0,0,7.75,female,9234,Missing,Q,"['kelly', 'miss', 'anna', 'katherine', 'annie', 'kate']",[],0,M,0,0,146,7,1
302,1,3,28.0,2,0,23.25,male,367226,Missing,Q,"['mccoy', 'mr', 'bernard']",[],0,M,2,1,146,7,1
303,0,3,19.0,0,0,0.0,male,LINE,Missing,S,"['johnson', 'mr', 'william', 'cahoone', 'jr']",[],0,M,0,1,146,7,2
304,1,2,28.0,0,0,12.35,female,226593,E101,Q,"['keane', 'miss', 'nora', 'a']",['E101'],1,E,0,0,116,4,1
305,0,3,28.0,0,0,8.05,male,A/5 2466,Missing,S,"['williams', 'mr', 'howard', 'hugh', 'harry']",[],0,M,0,1,146,7,2
306,1,1,0.92,1,2,151.55,male,113781,C22 C26,S,"['allison', 'master', 'hudson', 'trevor']","['C22', 'C26']",2,C,3,1,62,2,2
307,1,1,28.0,0,0,110.8833,female,17421,Missing,C,"['fleming', 'miss', 'margaret']",[],0,M,0,0,146,7,0
308,1,1,17.0,1,0,108.9,female,PC 17758,C65,C,"['penasco', 'y', 'castellana', 'mrs', 'victor', 'de', 'satode', 'maria', 'josefa', 'perez', 'de', 'soto', 'y', 'vallejo']",['C65'],1,C,1,0,74,2,0
309,0,2,30.0,1,0,24.0,male,P/PP 3381,Missing,C,"['abelson', 'mr', 'samuel']",[],0,M,1,1,146,7,0
310,1,1,30.0,0,0,56.9292,female,PC 17485,E36,C,"['francatelli', 'miss', 'laura', 'mabel']",['E36'],1,E,0,0,125,4,0
311,1,1,24.0,0,0,83.1583,female,11767,C54,C,"['hays', 'miss', 'margaret', 'bechstein']",['C54'],1,C,0,0,72,2,0
312,1,1,18.0,2,2,262.375,female,PC 17608,B57 B59 B63 B66,C,"['ryerson', 'miss', 'emily', 'borie']","['B57', 'B59', 'B63', 'B66']",4,B,4,0,35,1,0
313,0,2,26.0,1,1,26.0,female,250651,Missing,S,"['lahtinen', 'mrs', 'william', 'anna', 'sylfven']",[],0,M,2,0,146,7,2
314,0,3,28.0,0,0,7.8958,male,349243,Missing,S,"['hendekovic', 'mr', 'ignjac']",[],0,M,0,1,146,7,2
315,0,2,43.0,1,1,26.25,male,F.C.C. 13529,Missing,S,"['hart', 'mr', 'benjamin']",[],0,M,2,1,146,7,2
316,1,3,26.0,0,0,7.8542,female,347470,Missing,S,"['nilsson', 'miss', 'helmina', 'josefina']",[],0,M,0,0,146,7,2
317,1,2,24.0,1,0,26.0,female,244367,Missing,S,"['kantor', 'mrs', 'sinai', 'miriam', 'sternin']",[],0,M,1,0,146,7,2
318,0,2,54.0,0,0,14.0,male,29011,Missing,S,"['moraweck', 'dr', 'ernest']",[],0,M,0,1,146,7,2
319,1,1,31.0,0,2,164.8667,female,36928,C7,S,"['wick', 'miss', 'mary', 'natalie']",['C7'],1,C,2,0,76,2,2
320,1,1,40.0,1,1,134.5,female,16966,E34,C,"['spedden', 'mrs', 'frederic', 'oakley', 'margaretta', 'corning', 'stone']",['E34'],1,E,2,0,124,4,0
321,0,3,22.0,0,0,7.25,male,A/5 21172,Missing,S,"['dennis', 'mr', 'samuel']",[],0,M,0,1,146,7,2
322,0,3,27.0,0,0,7.8958,male,349219,Missing,S,"['danoff', 'mr', 'yoto']",[],0,M,0,1,146,7,2
323,1,2,30.0,0,0,12.35,female,234818,Missing,Q,"['slayter', 'miss', 'hilda', 'mary']",[],0,M,0,0,146,7,1
324,1,2,22.0,1,1,29.0,female,248738,Missing,S,"['caldwell', 'mrs', 'albert', 'francis', 'sylvia', 'mae', 'harbaugh']",[],0,M,2,0,146,7,2
325,0,3,28.0,8,2,69.55,male,CA. 2343,Missing,S,"['sage', 'mr', 'george', 'john', 'jr']",[],0,M,10,1,146,7,2
326,1,1,36.0,0,0,135.6333,female,PC 17760,C32,C,"['young', 'miss', 'marie', 'grice']",['C32'],1,C,0,0,65,2,0
327,0,3,61.0,0,0,6.2375,male,345364,Missing,S,"['nysveen', 'mr', 'johan', 'hansen']",[],0,M,0,1,146,7,2
328,1,2,36.0,0,0,13.0,female,28551,D,S,"['ball', 'mrs', 'ada', 'e', 'hall']",['D'],1,D,0,0,90,3,2
329,1,3,31.0,1,1,20.525,female,363291,Missing,S,"['goldsmith', 'mrs', 'frank', 'john', 'emily', 'alice', 'brown']",[],0,M,2,0,146,7,2
330,1,1,16.0,0,1,57.9792,female,111361,B18,C,"['hippach', 'miss', 'jean', 'gertrude']",['B18'],1,B,1,0,17,1,0
331,1,3,28.0,2,0,23.25,female,367226,Missing,Q,"['mccoy', 'miss', 'agnes']",[],0,M,2,0,146,7,1
332,0,1,45.5,0,0,28.5,male,113043,C124,S,"['partner', 'mr', 'austen']",['C124'],1,C,0,1,56,2,2
333,0,1,38.0,0,1,153.4625,male,PC 17582,C91,S,"['graham', 'mr', 'george', 'edward']",['C91'],1,C,1,1,85,2,2
334,0,3,16.0,2,0,18.0,male,345764,Missing,S,"['vander', 'planke', 'mr', 'leo', 'edmondus']",[],0,M,2,1,146,7,2
335,1,1,28.0,1,0,133.65,female,PC 17611,Missing,S,"['frauenthal', 'mrs', 'henry', 'william', 'clara', 'heinsheimer']",[],0,M,1,0,146,7,2
336,0,3,28.0,0,0,7.8958,male,349225,Missing,S,"['denkoff', 'mr', 'mitto']",[],0,M,0,1,146,7,2
337,0,1,29.0,1,0,66.6,male,113776,C2,S,"['pears', 'mr', 'thomas', 'clinton']",['C2'],1,C,1,1,61,2,2
338,1,1,41.0,0,0,134.5,female,16966,E40,C,"['burns', 'miss', 'elizabeth', 'margaret']",['E40'],1,E,0,0,127,4,0
339,1,3,45.0,0,0,8.05,male,7598,Missing,S,"['dahl', 'mr', 'karl', 'edwart']",[],0,M,0,1,146,7,2
340,0,1,45.0,0,0,35.5,male,113784,T,S,"['blackwell', 'mr', 'stephen', 'weart']",['T'],1,T,0,1,147,8,2
341,1,2,2.0,1,1,26.0,male,230080,F2,S,"['navratil', 'master', 'edmond', 'roger']",['F2'],1,F,2,1,141,5,2
342,1,1,24.0,3,2,263.0,female,19950,C23 C25 C27,S,"['fortune', 'miss', 'alice', 'elizabeth']","['C23', 'C25', 'C27']",3,C,5,0,63,2,2
343,0,2,28.0,0,0,13.0,male,248740,Missing,S,"['collander', 'mr', 'erik', 'gustaf']",[],0,M,0,1,146,7,2
344,0,2,25.0,0,0,13.0,male,244361,Missing,S,"['sedgwick', 'mr', 'charles', 'frederick', 'waddington']",[],0,M,0,1,146,7,2
345,0,2,36.0,0,0,13.0,male,229236,Missing,S,"['fox', 'mr', 'stanley', 'hubert']",[],0,M,0,1,146,7,2
346,1,2,24.0,0,0,13.0,female,248733,F33,S,"['brown', 'miss', 'amelia', 'mildred']",['F33'],1,F,0,0,142,5,2
347,1,2,40.0,0,0,13.0,female,31418,Missing,S,"['smith', 'miss', 'marion', 'elsie']",[],0,M,0,0,146,7,2
348,1,3,28.0,1,0,16.1,female,386525,Missing,S,"['davison', 'mrs', 'thomas', 'henry', 'mary', 'e', 'finck']",[],0,M,1,0,146,7,2
349,1,3,3.0,1,1,15.9,male,C.A. 37671,Missing,S,"['coutts', 'master', 'william', 'loch', 'william']",[],0,M,2,1,146,7,2
350,0,3,42.0,0,0,8.6625,male,315088,Missing,S,"['dimic', 'mr', 'jovan']",[],0,M,0,1,146,7,2
351,0,3,23.0,0,0,9.225,male,7267,Missing,S,"['odahl', 'mr', 'nils', 'martin']",[],0,M,0,1,146,7,2
352,0,1,28.0,0,0,35.0,male,113510,C128,S,"['williamslambert', 'mr', 'fletcher', 'fellows']",['C128'],1,C,0,1,59,2,2
353,0,3,15.0,1,1,7.2292,male,2695,Missing,C,"['elias', 'mr', 'tannous']",[],0,M,2,1,146,7,0
354,0,3,25.0,1,0,17.8,male,349237,Missing,S,"['arnoldfranchi', 'mr', 'josef']",[],0,M,1,1,146,7,2
